label_1,type_1,subtyp_1,spec_1,dim1,dim2,cblcpty1,conntr1,status,cmpownr,label_2,type_2,subtyp_2,spec_2,dim1_2,dim2_2,cblcpty2,conntr2,featno1,label_3,type_3,subtyp3,spec_3,dim1_3,dim2_3,cblcpty3,conntr3,featno2,label_4,type_4,subtyp4,spec_4,dim1_4,dim2_4,cblcpty4,conntr4,featno3,label_5,type_5,subtyp5,spec_5,dim1_5,dim2_5,cblcpty5,conntr5,featno4,label_6,type_6,subtyp6,spec_6,dim1_6,dim2_6,cblcpty6,conntr6,featno5,label_7,type_7,subtyp7,spec_7,dim1_7,dim2_7,cblcpty7,conntr7,featno6,label_8,type_8,subtyp_8,spec_8,dim1_8,dim2_8,cblcpty8,conntr8,featno7,strtfeat,endfeat,lat,lon,sg21,sg26,address,pon_no,zone_no,subplace,mainplce,mun,stackref,datecrtd,crtdby,date_edt,editby,comments,alpha,num1,num2,num3
MAM.P.C899,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C915,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C915,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C915,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C915,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C915,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C915,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C915,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.4250345679184","-25.701631524899582",,Null,,"108","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"9","1","5"
MAM.P.C900,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C916,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C916,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C916,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C916,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C916,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C916,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C916,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.42487777227698","-25.701579144155325",,Null,,"108","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C916
ODCFD08L Joint
MAM.DIS.DM.P.C916
MAM.STS.16.DIS.DM.P.C916-C7P11.L7
24F Mini-ADSS
MAM.DF.24F.S.A007-P.C918",C,"9","1","6"
MAM.P.C901,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C917,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C917,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C917,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C917,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C917,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C917,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C917,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424884410409884","-25.701409716669918",,Null,,"108","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"9","1","7"
MAM.P.C902,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C918,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C918,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C918,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C918,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C918,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C918,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C918,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424891355067253","-25.70123246564898",,Null,,"108","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C918
ODCFD08L Joint
MAM.DIS.DM.P.C918
MAM.STS.16.DIS.DM.P.C918-C7P11.L8
24F Mini-ADSS
MAM.DF.24F.S.A007-P.C918",C,"9","1","8"
MAM.P.C903,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C919,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C919,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C919,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C919,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C919,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C919,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C919,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.42590993739427","-25.703089880480608",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C919
ODCFD08L Joint
MAM.DIS.DM.P.C919
MAM.STS.16.DIS.DM.P.C919-C7P12.L1
24F Mini-ADSS
MAM.DF.24F.S.A008-P.C928",C,"9","1","9"
MAM.P.C904,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C920,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C920,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C920,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C920,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C920,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C920,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C920,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.42595539739267","-25.70320152468124",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"9","2","0"
MAM.P.C905,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C922,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"3",MAM.P.C922,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C922,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.C922,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C922,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C922,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C922,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.425690200852802","-25.70336851809359",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C922
M16 Microloop Joint
MAM.DIS.DM.P.C922
MAM.STS.16.DIS.DM.P.C922-C7P12.L4
24F Mini-ADSS
MAM.DF.24F.S.A008-P.C928",C,"9","2","2"
MAM.P.C906,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C923,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C923,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C923,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C923,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C923,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C923,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C923,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.425629268709613","-25.70380722952454",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C923
ODCFD08L Joint
MAM.DIS.DM.P.C923
MAM.STS.16.DIS.DM.P.C923-C7P12.L5
24F Mini-ADSS
MAM.DF.24F.S.A008-P.C928",C,"9","2","3"
MAM.P.C907,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C924,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C924,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C924,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C924,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C924,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C924,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C924,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.425694021607892","-25.7040693141366",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"9","2","4"
MAM.P.C908,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C925,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C925,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C925,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C925,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C925,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C925,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C925,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.4257416123486","-25.70426193564309",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C925
ODCFD08L Joint
MAM.DIS.DM.P.C925
MAM.STS.16.DIS.DM.P.C925-C7P12.L6
24F Mini-ADSS
MAM.DF.24F.S.A008-P.C928",C,"9","2","5"
MAM.P.C909,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C926,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C926,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C926,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C926,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C926,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C926,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C926,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.42578121824167","-25.70480118511029",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C926
ODCFD08L Joint
MAM.DIS.DM.P.C926
MAM.STS.16.DIS.DM.P.C926-C7P12.L7
24F Mini-ADSS
MAM.DF.24F.S.A008-P.C928",C,"9","2","6"
MAM.P.C910,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C927,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C927,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C927,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C927,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C927,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C927,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C927,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.425801581243412","-25.705014239730698",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"9","2","7"
MAM.P.C911,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C928,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C928,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C928,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C928,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C928,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C928,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C928,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.425878709670766","-25.705104322522654",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C928
ODCFD08L Joint
MAM.DIS.DM.P.C928
MAM.STS.16.DIS.DM.P.C928-C7P12.L8
24F Mini-ADSS
MAM.DF.24F.S.A008-P.C928",C,"9","2","8"
MAM.P.C912,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C929,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C929,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C929,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C929,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C929,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C929,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C929,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.42599283049727","-25.703450776486903",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C929
ODCFD08L Joint
MAM.DIS.DM.P.C929
MAM.STS.16.DIS.DM.P.C929-C7P12.L2
24F Mini-ADSS
MAM.DF.24F.P.C920-P.C931",C,"9","2","9"
MAM.P.C913,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C930,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C930,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C930,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C930,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C930,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C930,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C930,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.426062433119885","-25.70374863242079",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"9","3","0"
MAM.P.C914,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C931,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C931,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C931,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C931,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C931,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C931,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C931,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.426157347283876","-25.703812307203144",,Null,,"109","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C931
ODCFD08L Joint
MAM.DIS.DM.P.C931
MAM.STS.16.DIS.DM.P.C931-C7P12.L3
24F Mini-ADSS
MAM.DF.24F.P.C920-P.C931",C,"9","3","1"
MAM.P.C915,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C932,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C932,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C932,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C932,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C932,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C932,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C932,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.425229069470188","-25.702796386420342",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C932
ODCFD08L Joint
MAM.DIS.DM.P.C932
MAM.STS.16.DIS.DM.P.C932-C7P13.L1
24F Mini-ADSS
MAM.DF.24F.S.A006-P.C942",C,"9","3","2"
MAM.P.C916,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C933,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C933,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C933,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C933,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C933,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C933,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C933,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.425044363853594","-25.702246402178712",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C933
ODCFD08L Joint
MAM.DIS.DM.P.C933
MAM.STS.16.DIS.DM.P.C933-C7P13.L2
24F Mini-ADSS
MAM.DF.24F.S.A006-P.C942",C,"9","3","3"
MAM.P.C917,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C934,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C934,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C934,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C934,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C934,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C934,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C934,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424915070963717","-25.70226043447765",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"9","3","4"
MAM.P.C918,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C935,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"3",MAM.P.C935,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C935,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.C935,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C935,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C935,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C935,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424739659419085","-25.702259553087583",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C935
M16 Microloop Joint
MAM.DIS.DM.P.C935
MAM.STS.16.DIS.DM.P.C935-C7P13.L3
24F Mini-ADSS
MAM.DF.24F.S.A006-P.C942",C,"9","3","5"
MAM.P.C919,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C936,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C936,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C936,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C936,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C936,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C936,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C936,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424718717559166","-25.702065259164996",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"9","3","6"
MAM.P.C920,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C937,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C937,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C937,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C937,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C937,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C937,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C937,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424703100133172","-25.70192036415717",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C937
ODCFD08L Joint
MAM.DIS.DM.P.C937
MAM.STS.16.DIS.DM.P.C937-C7P13.L4
24F Mini-ADSS
MAM.DF.24F.S.A006-P.C942",C,"9","3","7"
MAM.P.C921,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C938,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C938,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C938,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C938,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C938,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C938,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C938,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424250171202146","-25.70186349415686",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C938
ODCFD08L Joint
MAM.DIS.DM.P.C938
MAM.STS.16.DIS.DM.P.C938-C7P13.L5
24F Mini-ADSS
MAM.DF.24F.S.A006-P.C942",C,"9","3","8"
MAM.P.C922,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C939,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C939,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C939,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C939,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C939,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C939,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C939,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424245474349426","-25.701301522077934",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C939
ODCFD08L Joint
MAM.DIS.DM.P.C939
MAM.STS.16.DIS.DM.P.C939-C7P13.L7
24F Mini-ADSS
MAM.DF.24F.S.A006-P.C942
24F Mini-ADSS
MAM.DF.24F.P.C939-P.C940",C,"9","3","9"
MAM.P.C923,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C940,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C940,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C940,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C940,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C940,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C940,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C940,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.42457044577978","-25.70145588350735",,Null,,"110","9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C940
ODCFD08L Joint
MAM.DIS.DM.P.C940
MAM.STS.16.DIS.DM.P.C940-C7P13.L6
24F Mini-ADSS
MAM.DF.24F.P.C939-P.C940",C,"9","4","0"
