label_1;type_1;subtyp_1;spec_1;dim1;dim2;cblcpty1;conntr1;status;cmpownr;label_2;type_2;subtyp_2;spec_2;dim1_2;dim2_2;cblcpty2;conntr2;featno1;label_3;type_3;subtyp3;spec_3;dim1_3;dim2_3;cblcpty3;conntr3;featno2;label_4;type_4;subtyp4;spec_4;dim1_4;dim2_4;cblcpty4;conntr4;featno3;label_5;type_5;subtyp5;spec_5;dim1_5;dim2_5;cblcpty5;conntr5;featno4;label_6;type_6;subtyp6;spec_6;dim1_6;dim2_6;cblcpty6;conntr6;featno5;label_7;type_7;subtyp7;spec_7;dim1_7;dim2_7;cblcpty7;conntr7;featno6;label_8;type_8;subtyp_8;spec_8;dim1_8;dim2_8;cblcpty8;conntr8;featno7;strtfeat;endfeat;lat;lon;sg21;sg26;address;pon_no;zone_no;subplace;mainplce;mun;stackref;datecrtd;crtdby;date_edt;editby;comments
MAM.P.A874;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A874;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A874;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A874;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A874;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A874;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A874;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A874;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4198982;-25.7214702;;Null;;50;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A875;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A875;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A875;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A875;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A875;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A875;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A875;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A875;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4202532;-25.7214235;;Null;;50;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A878;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A878;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A878;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A878;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A878;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A878;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A878;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A878;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4174538;-25.7153262;;Null;;39;3;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A882;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A882;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A882;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A882;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A882;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A882;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A882;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A882;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4175108;-25.7175532;;Null;;46;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A883;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A883;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A883;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A883;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A883;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A883;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A883;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A883;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4175796;-25.717982;;Null;;46;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A886;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A886;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A886;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A886;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A886;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A886;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A886;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A886;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4164341;-25.7165253;;Null;;46;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.B109;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B109;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B109;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B109;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B109;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B109;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B109;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B109;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4157315;-25.7044432;;Null;;15;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B110;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B110;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B110;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B110;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B110;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B110;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B110;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B110;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.415586;-25.7044422;;Null;;15;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B111;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B111;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B111;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B111;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B111;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B111;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B111;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B111;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4152513;-25.70444;;Null;;15;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B112;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B112;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B112;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B112;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B112;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B112;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B112;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B112;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4150261;-25.7044384;;Null;;15;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B113;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B113;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B113;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B113;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B113;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B113;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B113;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B113;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.41480689999999;-25.7044369;;Null;;15;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B114;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B114;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B114;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B114;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B114;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B114;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B114;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B114;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4144722;-25.7044347;;Null;;15;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B115;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B115;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B115;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B115;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B115;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B115;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B115;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B115;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.414247;-25.7044332;;Null;;15;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B116;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B116;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B116;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B116;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B116;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B116;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B116;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B116;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4139123;-25.704431;;Null;;15;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B117;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B117;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B117;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B117;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B117;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B117;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B117;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B117;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4157249;-25.7052555;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B118;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B118;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B118;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B118;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B118;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B118;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B118;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B118;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4155794;-25.7052545;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B119;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B119;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B119;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B119;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B119;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B119;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B119;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B119;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4152447;-25.7052523;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B120;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B120;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B120;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B120;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B120;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B120;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B120;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B120;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4150196;-25.7052507;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B121;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B121;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B121;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B121;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B121;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B121;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B121;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B121;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4148003;-25.7052493;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B122;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B122;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B122;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B122;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B122;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B122;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B122;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B122;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4144656;-25.705247;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B123;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B123;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B123;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B123;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B123;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B123;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B123;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B123;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4142404;-25.7052455;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B124;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B124;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B124;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B124;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B124;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B124;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B124;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B124;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4139057;-25.7052433;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B125;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B125;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B125;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B125;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B125;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B125;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B125;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B125;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4140153;-25.705244;;Null;;16;1;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B126;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B126;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B126;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B126;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B126;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B126;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B126;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B126;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4138971;-25.7060556;;Null;;17;2;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B127;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B127;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B127;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B127;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B127;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B127;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B127;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B127;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4142319;-25.7060578;;Null;;17;2;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B128;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B128;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B128;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B128;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B128;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B128;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B128;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B128;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.414457;-25.7060593;;Null;;17;2;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B129;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B129;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B129;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B129;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B129;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B129;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B129;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B129;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4147918;-25.7060616;;Null;;17;2;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B130;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B130;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B130;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B130;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B130;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B130;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B130;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B130;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4151265;-25.7060638;;Null;;17;2;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B131;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B131;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B131;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B131;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B131;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B131;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B131;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B131;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4154613;-25.7060661;;Null;;17;2;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.B132;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.B132;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.B132;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B132;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B132;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.B132;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.B132;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.B132;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4157962;-25.7060683;;Null;;17;2;799046026;799046;City of Tshwane;MAM;;;;;
