label_1;type_1;subtyp_1;spec_1;dim1;dim2;cblcpty1;conntr1;status;cmpownr;label_2;type_2;subtyp_2;spec_2;dim1_2;dim2_2;cblcpty2;conntr2;featno1;label_3;type_3;subtyp3;spec_3;dim1_3;dim2_3;cblcpty3;conntr3;featno2;label_4;type_4;subtyp4;spec_4;dim1_4;dim2_4;cblcpty4;conntr4;featno3;label_5;type_5;subtyp5;spec_5;dim1_5;dim2_5;cblcpty5;conntr5;featno4;label_6;type_6;subtyp6;spec_6;dim1_6;dim2_6;cblcpty6;conntr6;featno5;label_7;type_7;subtyp7;spec_7;dim1_7;dim2_7;cblcpty7;conntr7;featno6;label_8;type_8;subtyp_8;spec_8;dim1_8;dim2_8;cblcpty8;conntr8;featno7;strtfeat;endfeat;lat;lon;sg21;sg26;address;pon_no;zone_no;subplace;mainplce;mun;stackref;datecrtd;crtdby;date_edt;editby;comments
MAM.P.B517;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B517;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B517;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B517;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B517;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B517;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B517;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B517;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4086968;-25.7079569;;Null;;55;5;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B518;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B518;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B518;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B518;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B518;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B518;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B518;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B518;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4088235;-25.7089169;;Null;;26;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B519;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B519;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B519;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B519;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B519;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B519;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B519;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B519;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4089122;-25.7088759;;Null;;26;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B520;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B520;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B520;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B520;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B520;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B520;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B520;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B520;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4090314;-25.7092869;;Null;;26;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B521;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B521;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B521;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B521;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B521;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B521;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B521;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B521;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.40912000000001;-25.7092459;;Null;;26;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B522;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B522;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B522;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B522;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B522;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B522;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B522;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B522;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4094471;-25.710027;;Null;;25;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B523;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B523;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B523;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B523;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B523;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B523;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B523;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B523;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4095357;-25.7099859;;Null;;25;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B524;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B524;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B524;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B524;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B524;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B524;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B524;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B524;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4108602;-25.7098813;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B525;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B525;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B525;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B525;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B525;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B525;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B525;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B525;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4109523;-25.7098442;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B527;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B527;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B527;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B527;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B527;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B527;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B527;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B527;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.411148951744355;-25.709686854078303;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B528;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B528;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B528;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B528;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B528;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B528;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B528;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B528;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4110843;-25.7096175;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B529;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B529;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B529;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B529;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B529;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B529;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B529;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B529;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4117247;-25.709416;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B530;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B530;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B530;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B530;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B530;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B530;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B530;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B530;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4118047;-25.7093604;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B531;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B531;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B531;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B531;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B531;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B531;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B531;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B531;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.411357656504354;-25.709686119676583;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B532;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B532;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B532;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B532;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B532;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B532;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B532;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B532;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.411437656504354;-25.709630519676583;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B533;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B533;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B533;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B533;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B533;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B533;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B533;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B533;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4120251;-25.7092072;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B534;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B534;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B534;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B534;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B534;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B534;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B534;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B534;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4121103;-25.709148;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B535;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B535;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B535;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B535;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B535;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B535;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B535;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B535;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4124343;-25.7089227;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B536;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B536;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B536;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B536;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B536;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B536;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B536;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B536;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4125195;-25.7088635;;Null;;24;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B537;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B537;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B537;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B537;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B537;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B537;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B537;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B537;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4054192;-25.7058294;;Null;;61;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B538;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B538;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B538;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B538;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B538;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B538;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B538;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B538;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.405564;-25.7058467;;Null;;61;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B539;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B539;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B539;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B539;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B539;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B539;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B539;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B539;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4061793;-25.7055506;;Null;;61;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B540;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B540;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B540;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B540;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B540;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B540;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B540;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B540;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4062916;-25.7055877;;Null;;61;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B541;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B541;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B541;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B541;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B541;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B541;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B541;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B541;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.404763;-25.7051071;;Null;;61;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B542;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B542;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B542;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B542;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B542;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B542;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B542;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B542;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4048887;-25.7051035;;Null;;61;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B543;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B543;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B543;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B543;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B543;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B543;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B543;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B543;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4096674;-25.70974289999999;;Null;;25;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B544;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B544;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B544;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B544;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B544;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B544;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B544;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B544;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4096223;-25.7096625;;Null;;25;3;799046025;799046;City of Tshwane;MAM;;;;;
MAM.P.B545;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B545;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B545;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B545;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B545;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B545;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B545;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B545;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4064934;-25.7061669;;Null;;61;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B548;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B548;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B548;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B548;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B548;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B548;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B548;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B548;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4061539;-25.7048342;;Null;;62;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B549;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B549;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B549;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B549;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B549;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B549;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B549;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B549;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4061717;-25.704744;;Null;;62;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B550;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B550;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B550;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B550;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B550;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B550;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B550;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B550;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.405621587486028;-25.70465817174628;;Null;;62;5;799046003;799046;City of Tshwane;MAM;;;;;
