label,type,subtyp,spec,dim1,dim2,cblcpty,conntr,ntwrkptn,cmpownr,strtfeat,endfeat,lat,lon,sg21,sg26,address,pon_no,zone_no,subplace,mainplce,mun,stackref,datecrtd,crtdby,date_edt,editby,comments
DR1751981,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C783,LAW.ONT.DR1751981,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1751982,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C783,LAW.ONT.DR1751982,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1751983,Cable,Drop,SM/G657A2,2.8mm,25m,1F,,,PlanNet,LAW.P.C783,LAW.ONT.DR1751983,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1751984,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C783,LAW.ONT.DR1751984,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1751985,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C783,LAW.ONT.DR1751985,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1751986,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C783,LAW.ONT.DR1751986,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752051,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C784,LAW.ONT.DR1752051,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752052,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C784,LAW.ONT.DR1752052,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752053,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C784,LAW.ONT.DR1752053,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752054,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C784,LAW.ONT.DR1752054,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752055,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C784,LAW.ONT.DR1752055,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752056,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C784,LAW.ONT.DR1752056,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752057,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C784,LAW.ONT.DR1752057,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752058,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C784,LAW.ONT.DR1752058,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752091,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C786,LAW.ONT.DR1752091,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752092,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C786,LAW.ONT.DR1752092,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752093,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C786,LAW.ONT.DR1752093,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752094,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C786,LAW.ONT.DR1752094,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752095,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C786,LAW.ONT.DR1752095,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752096,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C786,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752097,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C786,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752098,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C786,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752083,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C788,LAW.ONT.DR1752083,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752084,Cable,Drop,SM/G657A2,2.8mm,25m,1F,,,PlanNet,LAW.P.C788,LAW.ONT.DR1752084,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752085,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C788,LAW.ONT.DR1752085,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752086,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C788,LAW.ONT.DR1752086,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752087,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C788,LAW.ONT.DR1752087,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752088,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C788,LAW.ONT.DR1752088,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752089,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C788,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752090,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C788,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752027,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C792,LAW.ONT.DR1752027,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752028,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C792,LAW.ONT.DR1752028,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752029,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C792,LAW.ONT.DR1752029,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752030,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C792,LAW.ONT.DR1752030,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752031,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C792,LAW.ONT.DR1752031,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752032,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C792,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752033,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C792,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752034,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C792,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752019,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C793,LAW.ONT.DR1752019,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752020,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C793,LAW.ONT.DR1752020,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752021,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C793,LAW.ONT.DR1752021,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752022,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C793,LAW.ONT.DR1752022,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752023,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C793,LAW.ONT.DR1752023,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752024,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C793,LAW.ONT.DR1752024,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752025,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C793,LAW.ONT.DR1752025,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752026,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C793,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752035,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C794,LAW.ONT.DR1752035,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752036,Cable,Drop,SM/G657A2,2.8mm,25m,1F,,,PlanNet,LAW.P.C794,LAW.ONT.DR1752036,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752037,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C794,LAW.ONT.DR1752037,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752038,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C794,LAW.ONT.DR1752038,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752039,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C794,LAW.ONT.DR1752039,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752040,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C794,LAW.ONT.DR1752040,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752041,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C794,LAW.ONT.DR1752041,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752042,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C794,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752043,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C795,LAW.ONT.DR1752043,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752044,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C795,LAW.ONT.DR1752044,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752045,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C795,LAW.ONT.DR1752045,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752046,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C795,LAW.ONT.DR1752046,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752047,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C795,LAW.ONT.DR1752047,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752048,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C795,LAW.ONT.DR1752048,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752049,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C795,LAW.ONT.DR1752049,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752050,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C795,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752011,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C796,LAW.ONT.DR1752011,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752012,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C796,LAW.ONT.DR1752012,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752013,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C796,LAW.ONT.DR1752013,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752014,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C796,LAW.ONT.DR1752014,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752015,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C796,LAW.ONT.DR1752015,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752016,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C796,LAW.ONT.DR1752016,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752017,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C796,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752018,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C796,,,,,,,141,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752171,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C798,LAW.ONT.DR1752171,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752172,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C798,LAW.ONT.DR1752172,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752173,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C798,LAW.ONT.DR1752173,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752174,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C798,LAW.ONT.DR1752174,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752175,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C798,LAW.ONT.DR1752175,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752176,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C798,LAW.ONT.DR1752176,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752177,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C798,LAW.ONT.DR1752177,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752178,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C798,,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752179,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C801,LAW.ONT.DR1752179,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752180,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C801,LAW.ONT.DR1752180,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752181,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C801,LAW.ONT.DR1752181,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752182,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C801,LAW.ONT.DR1752182,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752183,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C801,LAW.ONT.DR1752183,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752184,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C801,LAW.ONT.DR1752184,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752185,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C801,LAW.ONT.DR1752185,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752186,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C801,LAW.ONT.DR1752186,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752139,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C802,LAW.ONT.DR1752139,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752140,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C802,LAW.ONT.DR1752140,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752141,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C802,LAW.ONT.DR1752141,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752142,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C802,LAW.ONT.DR1752142,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752143,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C802,LAW.ONT.DR1752143,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752144,Cable,Drop,SM/G657A2,2.8mm,25m,1F,,,PlanNet,LAW.P.C802,LAW.ONT.DR1752144,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752145,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C802,LAW.ONT.DR1752145,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752146,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C802,LAW.ONT.DR1752146,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752131,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C803,LAW.ONT.DR1752131,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752132,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C803,LAW.ONT.DR1752132,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752133,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.C803,LAW.ONT.DR1752133,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752134,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C803,LAW.ONT.DR1752134,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752135,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C803,LAW.ONT.DR1752135,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752136,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C803,LAW.ONT.DR1752136,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752137,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C803,LAW.ONT.DR1752137,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752138,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C803,,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752123,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C804,LAW.ONT.DR1752123,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752124,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C804,LAW.ONT.DR1752124,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752125,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C804,LAW.ONT.DR1752125,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752126,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C804,LAW.ONT.DR1752126,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752127,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.C804,LAW.ONT.DR1752127,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752128,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.C804,LAW.ONT.DR1752128,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752129,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C804,LAW.ONT.DR1752129,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752130,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C804,LAW.ONT.DR1752130,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752147,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C805,LAW.ONT.DR1752147,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752148,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C805,LAW.ONT.DR1752148,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752149,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C805,LAW.ONT.DR1752149,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752150,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C805,LAW.ONT.DR1752150,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752151,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C805,LAW.ONT.DR1752151,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1752152,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C805,,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752153,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C805,,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752154,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C805,,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1752163,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.C806,LAW.ONT.DR1752163,,,,,,142,12,798038002,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
