label,type,subtyp,spec,dim1,dim2,cblcpty,conntr,ntwrkptn,cmpownr,strtfeat,endfeat,lat,lon,sg21,sg26,address,pon_no,zone_no,subplace,mainplce,mun,stackref,datecrtd,crtdby,date_edt,editby,comments
DR1737348,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A002,LAW.ONT.DR1737348,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737349,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.A002,LAW.ONT.DR1737349,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737350,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A002,LAW.ONT.DR1737350,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737351,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A002,LAW.ONT.DR1737351,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737352,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A002,LAW.ONT.DR1737352,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737353,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A002,LAW.ONT.DR1737353,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737354,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A002,LAW.ONT.DR1737354,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737355,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A002,LAW.ONT.DR1737355,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737372,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A003,LAW.ONT.DR1737372,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737373,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A003,LAW.ONT.DR1737373,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737374,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A003,LAW.ONT.DR1737374,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737375,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A003,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737376,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A003,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737377,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A003,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737378,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A003,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737379,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.A003,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737380,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A005,LAW.ONT.DR1737380,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737381,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A005,LAW.ONT.DR1737381,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737382,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A005,LAW.ONT.DR1737382,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737383,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A005,LAW.ONT.DR1737383,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737384,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.A005,LAW.ONT.DR1737384,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737385,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.A005,LAW.ONT.DR1737385,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737386,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A005,LAW.ONT.DR1737386,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737387,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A005,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737404,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A006,LAW.ONT.DR1737404,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737405,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A006,LAW.ONT.DR1737405,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737406,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A006,LAW.ONT.DR1737406,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737407,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A006,LAW.ONT.DR1737407,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737408,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A006,LAW.ONT.DR1737408,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737409,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A006,LAW.ONT.DR1737409,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737410,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A006,LAW.ONT.DR1737410,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737411,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A006,LAW.ONT.DR1737411,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737420,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A007,LAW.ONT.DR1737420,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737421,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A007,LAW.ONT.DR1737421,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737422,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A007,LAW.ONT.DR1737422,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737423,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A007,LAW.ONT.DR1737423,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737424,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A007,LAW.ONT.DR1737424,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737425,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A007,LAW.ONT.DR1737425,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737426,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A007,LAW.ONT.DR1737426,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737427,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A007,LAW.ONT.DR1737427,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737412,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A008,LAW.ONT.DR1737412,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737413,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A008,LAW.ONT.DR1737413,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737414,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A008,LAW.ONT.DR1737414,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737415,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A008,LAW.ONT.DR1737415,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737416,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A008,LAW.ONT.DR1737416,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737417,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A008,LAW.ONT.DR1737417,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737418,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A008,LAW.ONT.DR1737418,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737419,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A008,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737316,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A009,LAW.ONT.DR1737316,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737317,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A009,LAW.ONT.DR1737317,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737318,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A009,LAW.ONT.DR1737318,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737319,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A009,LAW.ONT.DR1737319,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737320,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A009,LAW.ONT.DR1737320,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737321,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A009,LAW.ONT.DR1737321,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737322,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.A009,LAW.ONT.DR1737322,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737323,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A009,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737324,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A010,LAW.ONT.DR1737324,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737325,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A010,LAW.ONT.DR1737325,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737326,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A010,LAW.ONT.DR1737326,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737327,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A010,LAW.ONT.DR1737327,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737328,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A010,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737329,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A010,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737330,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A010,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737331,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A010,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737332,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A012,LAW.ONT.DR1737332,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737333,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A012,LAW.ONT.DR1737333,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737334,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A012,LAW.ONT.DR1737334,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737335,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A012,LAW.ONT.DR1737335,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737336,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A012,LAW.ONT.DR1737336,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737337,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A012,LAW.ONT.DR1737337,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737338,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A012,LAW.ONT.DR1737338,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737339,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A012,LAW.ONT.DR1737339,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737356,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A013,LAW.ONT.DR1737356,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737357,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A013,LAW.ONT.DR1737357,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737358,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A013,LAW.ONT.DR1737358,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737359,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A013,LAW.ONT.DR1737359,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737360,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A013,LAW.ONT.DR1737360,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737361,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.A013,LAW.ONT.DR1737361,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737362,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.A013,LAW.ONT.DR1737362,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737363,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A013,LAW.ONT.DR1737363,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737364,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A014,LAW.ONT.DR1737364,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737365,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A014,LAW.ONT.DR1737365,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737366,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A014,LAW.ONT.DR1737366,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737367,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.A014,LAW.ONT.DR1737367,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737368,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A014,LAW.ONT.DR1737368,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737369,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A014,LAW.ONT.DR1737369,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737370,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A014,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737371,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A014,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737388,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.A015,LAW.ONT.DR1737388,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737389,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A015,LAW.ONT.DR1737389,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737390,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A015,LAW.ONT.DR1737390,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737391,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A015,LAW.ONT.DR1737391,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737392,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A015,LAW.ONT.DR1737392,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737393,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A015,LAW.ONT.DR1737393,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737394,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A015,LAW.ONT.DR1737394,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737395,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A015,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737396,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A016,LAW.ONT.DR1737396,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737397,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A016,LAW.ONT.DR1737397,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737398,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A016,LAW.ONT.DR1737398,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737399,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A016,LAW.ONT.DR1737399,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737400,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A016,LAW.ONT.DR1737400,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737401,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A016,LAW.ONT.DR1737401,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737402,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A016,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737403,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A016,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737308,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A017,LAW.ONT.DR1737308,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737309,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A017,LAW.ONT.DR1737309,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737310,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A017,LAW.ONT.DR1737310,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737311,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A017,LAW.ONT.DR1737311,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737312,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A017,LAW.ONT.DR1737312,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737313,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A017,LAW.ONT.DR1737313,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737314,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A017,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737315,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A017,,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1737340,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A018,LAW.ONT.DR1737340,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737341,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A018,LAW.ONT.DR1737341,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737342,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A018,LAW.ONT.DR1737342,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737343,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A018,LAW.ONT.DR1737343,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737344,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A018,LAW.ONT.DR1737344,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737345,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.A018,LAW.ONT.DR1737345,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1737346,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.A018,LAW.ONT.DR1737346,,,,,,1,1,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
